User,Film,Rating
RottenTomatoes Audience Score,Cats & Dogs: The Revenge of Kitty Galore,1.9
RottenTomatoes Audience Score,Chernobyl Diaries,1.4
RottenTomatoes Audience Score,Clash of the Titans,2.0
RottenTomatoes Audience Score,Cloud Atlas,3.3
RottenTomatoes Audience Score,Clouds of Sils Maria,3.25
RottenTomatoes Audience Score,Dallas Buyers Club,4.55
RottenTomatoes Audience Score,Death at a Funeral,2.25
RottenTomatoes Audience Score,Dinner for Schmucks,2.1
RottenTomatoes Audience Score,Dolphin Tale 2,3.6
RottenTomatoes Audience Score,Don't Be Afraid of the Dark,1.7
RottenTomatoes Audience Score,Don't Knock Twice,1.05
RottenTomatoes Audience Score,Earth to Echo,2.35
RottenTomatoes Audience Score,Silent Hill: Revelation,1.75
RottenTomatoes Audience Score,Soul Surfer,3.75
RottenTomatoes Audience Score,Sour Grapes,4.7
RottenTomatoes Audience Score,Spy Time,1.95
RottenTomatoes Audience Score,Suckseed,4.1
RottenTomatoes Audience Score,Swiss Army Man,3.6
RottenTomatoes Audience Score,The Adventures of Tintin,3.7
RottenTomatoes Audience Score,The Age of Shadows,4.15
RottenTomatoes Audience Score,The Autopsy of Jane Doe,3.5
RottenTomatoes Audience Score,The Book of Eli,3.2
RottenTomatoes Audience Score,The Bounty Hunter,2.55
RottenTomatoes Audience Score,The Captive,1.6
RottenTomatoes Audience Score,The Company Men,2.75
RottenTomatoes Audience Score,The Croods,3.85
RottenTomatoes Audience Score,The Devil Inside,1.1
RottenTomatoes Audience Score,The Exception,3.35
RottenTomatoes Audience Score,The Frozen Ground,2.5
RottenTomatoes Audience Score,The Iron Lady,2.55
RottenTomatoes Audience Score,Grown Ups,3.1
RottenTomatoes Audience Score,Chappie,2.8
RottenTomatoes Audience Score,Extraction,0.85
RottenTomatoes Audience Score,Green Lantern,2.25
RottenTomatoes Audience Score,The Interview,2.4
RottenTomatoes Audience Score,The November Man,2.3
RottenTomatoes Audience Score,Walk of Shame,1.85
RottenTomatoes Audience Score,Inception,4.55
RottenTomatoes Audience Score,Django Unchained,4.55
RottenTomatoes Audience Score,The Twilight Saga: Breaking Dawn: Part 1,3.0
RottenTomatoes Audience Score,The Twilight Saga: Breaking Dawn: Part 2,3.5
RottenTomatoes Audience Score,The Twilight Saga: Eclipse,3.0
RottenTomatoes Audience Score,Brick Mansions,2.35
RottenTomatoes Audience Score,Snowpiercer,3.6
RottenTomatoes Audience Score,Kung Fu Panda 2,3.7
RottenTomatoes Audience Score,Underworld: Awakening,3.1
RottenTomatoes Audience Score,A Haunted House 2,2.15
RottenTomatoes Audience Score,Spy Kids: All the Time in the World,1.85
RottenTomatoes Audience Score,Sabotage,1.8
RottenTomatoes Audience Score,Due Date,2.6
RottenTomatoes Audience Score,Green Zone,2.85
RottenTomatoes Audience Score,Madagascar 3: Europe's Most Wanted,3.6
RottenTomatoes Audience Score,The Darkest Hour,1.25
RottenTomatoes Audience Score,The Whole Truth,1.65
RottenTomatoes Audience Score,Crimson Peak,2.75
RottenTomatoes Audience Score,Insidious,3.1
RottenTomatoes Audience Score,The BFG,2.85
RottenTomatoes Audience Score,Who Am I,3.7
RottenTomatoes Audience Score,The Conjuring,4.15
RottenTomatoes Audience Score,The Conjuring 2,4.05
RottenTomatoes Audience Score,War Dogs,3.45
RottenTomatoes Audience Score,Shutter Island,3.85
RottenTomatoes Audience Score,The Next Three Days,3.3
RottenTomatoes Audience Score,Penguins of Madagascar: The Movie,3.15
RottenTomatoes Audience Score,Triple 9,2.05
RottenTomatoes Audience Score,3 Days to Kill,2.15
RottenTomatoes Audience Score,Cloudy with a Chance of Meatballs 2,3.3
RottenTomatoes Audience Score,Snowden,3.5
RottenTomatoes Audience Score,ParaNorman,3.6
RottenTomatoes Audience Score,Batman: The Killing Joke,2.5
RottenTomatoes Audience Score,Real Steel,3.65
RottenTomatoes Audience Score,The Smurfs 2,2.8
RottenTomatoes Audience Score,How to Train Your Dragon 2,4.45
RottenTomatoes Audience Score,Puss in Boots,3.35
RottenTomatoes Audience Score,The Smurfs,2.15
RottenTomatoes Audience Score,Seventh Son,1.7
RottenTomatoes Audience Score,Mr. Peabody & Sherman,3.65
RottenTomatoes Audience Score,Headshot,2.85
RottenTomatoes Audience Score,Pandora,3.5
RottenTomatoes Audience Score,Ip Man 3,3.65
RottenTomatoes Audience Score,Ip Man 2,4.2
RottenTomatoes Audience Score,The Short Game,4.2
RottenTomatoes Audience Score,"As Above, So Below",2.0
RottenTomatoes Audience Score,Before the Flood,3.85
RottenTomatoes Audience Score,Jupiter Ascending,1.9
RottenTomatoes Audience Score,The Roommate,1.35
RottenTomatoes Audience Score,The Social Network,4.35
RottenTomatoes Audience Score,The Space Between Us,2.7
RottenTomatoes Audience Score,The Spy Next Door,2.0
RottenTomatoes Audience Score,Train to Busan,4.45
RottenTomatoes Audience Score,Transcendence,1.85
RottenTomatoes Audience Score,Turbo,3.25
RottenTomatoes Audience Score,Tusk,1.8
RottenTomatoes Audience Score,Naruto Shippuden: The Movie,4.2
RottenTomatoes Audience Score,Bright Star,3.4
RottenTomatoes Audience Score,Open Season 2,1.8
RottenTomatoes Audience Score,Poseidon,2.15
RottenTomatoes Audience Score,Welcome Home Roscoe Jenkins,3.15
RottenTomatoes Audience Score,Beowulf,2.5
RottenTomatoes Audience Score,Freedomland,1.25
RottenTomatoes Audience Score,Pineapple Express,3.65
RottenTomatoes Audience Score,3 Idiots,4.65
RottenTomatoes Audience Score,Zathura,2.55
RottenTomatoes Audience Score,Monster House,3.15
RottenTomatoes Audience Score,Madagascar: Escape 2 Africa,3.3
RottenTomatoes Audience Score,The Spiderwick Chronicles,3.15
RottenTomatoes Audience Score,A Single Man,4.05
RottenTomatoes Audience Score,A Love Story,4.45
RottenTomatoes Audience Score,The Bucket List,3.85
RottenTomatoes Audience Score,Ip Man,4.65
RottenTomatoes Audience Score,Final Destination 3,2.85
RottenTomatoes Audience Score,Ghost Rider,2.4
RottenTomatoes Audience Score,Planet 51,2.0
RottenTomatoes Audience Score,The Twilight Saga: New Moon,3.05
RottenTomatoes Audience Score,Twilight,3.6
RottenTomatoes Audience Score,Kung Fu Panda,4.15
RottenTomatoes Audience Score,Memoirs of a Geisha,4.15
RottenTomatoes Audience Score,Seven Pounds,3.75
RottenTomatoes Audience Score,Star Trek,4.55
RottenTomatoes Audience Score,The Strangers,2.4
RottenTomatoes Audience Score,And Then Came Lola,1.8
RottenTomatoes Audience Score,Felon,4.1
RottenTomatoes Audience Score,Ninja Assassin,2.7
RottenTomatoes Audience Score,Hachi: A Dog's Tale,4.2
RottenTomatoes Audience Score,Never Back Down,1.7
RottenTomatoes Audience Score,State of Play,3.65
RottenTomatoes Audience Score,The Lovely Bones,2.6
RottenTomatoes Audience Score,Wild Child,3.05
RottenTomatoes Audience Score,The Last Exorcism,1.75
RottenTomatoes Audience Score,The Rebound,2.3
RottenTomatoes Audience Score,The River Thief,3.3
RottenTomatoes Audience Score,The Seven Five,4.2
RottenTomatoes Audience Score,The Signal,1.9
RottenTomatoes Audience Score,The Tiger Hunter,3.95
RottenTomatoes Audience Score,The Unknown Known,3.5
RottenTomatoes Audience Score,Thor: Tales of Asgard,2.2
RottenTomatoes Audience Score,Newtown,3.4
RottenTomatoes Audience Score,Night Moves,2.05
RottenTomatoes Audience Score,Planet Hulk,2.8
RottenTomatoes Audience Score,Reincarnated,2.05
RottenTomatoes Audience Score,The Hollow Point,1.55
RottenTomatoes Audience Score,Taare Zameen Par,4.8
RottenTomatoes Audience Score,Mississippi Grind,2.75
RottenTomatoes Audience Score,Moonlight,3.95
RottenTomatoes Audience Score,National Parks Adventure,2.6
RottenTomatoes Audience Score,Natural Selection,1.55
RottenTomatoes Audience Score,17 Again,3.35
RottenTomatoes Audience Score,Here Alone,2.65
RottenTomatoes Audience Score,Honey 2,2.65
RottenTomatoes Audience Score,House of Z,3.55
RottenTomatoes Audience Score,Kill Command,2.25
RottenTomatoes Audience Score,Kill the Irishman,3.35
RottenTomatoes Audience Score,Left Behind,0.1
RottenTomatoes Audience Score,Miss Representation,4.0
RottenTomatoes Audience Score,World Trade Center,3.0
RottenTomatoes Audience Score,Into the Wild,4.45
RottenTomatoes Audience Score,Safe House,3.15
RottenTomatoes Audience Score,Life as We Know It,3.05
RottenTomatoes Audience Score,Big Stone Gap,2.7
RottenTomatoes Audience Score,A Kind of Murder,0.75
RottenTomatoes Audience Score,Life of Crime,1.85
RottenTomatoes Audience Score,The Founder,4.1
RottenTomatoes Audience Score,Young Adult,2.45
RottenTomatoes Audience Score,Captain Fantastic,4.25
RottenTomatoes Audience Score,Our Idiot Brother,2.55
RottenTomatoes Audience Score,The Fundamentals of Caring,4.15
RottenTomatoes Audience Score,Blue Valentine,3.85
RottenTomatoes Audience Score,Barely Lethal,1.85
RottenTomatoes Audience Score,Company of Heroes,1.75
RottenTomatoes Audience Score,Anesthesia,2.5
RottenTomatoes Audience Score,Special Correspondents,1.45
RottenTomatoes Audience Score,The Meddler,2.8
RottenTomatoes Audience Score,Dead Man Down,2.35
RottenTomatoes Audience Score,Gimme Shelter,3.15
RottenTomatoes Audience Score,Mean Girls 2,1.5
RottenTomatoes Audience Score,Surf's Up,2.05
RottenTomatoes Audience Score,Underworld: Rise of the Lycans,3.15
RottenTomatoes Audience Score,Fun with Dick & Jane,2.45
RottenTomatoes Audience Score,Accepted,3.6
RottenTomatoes Audience Score,Yes Man,3.3
RottenTomatoes Audience Score,Tenacious D in The Pick of Destiny,3.35
RottenTomatoes Audience Score,Middle Men,2.8
RottenTomatoes Audience Score,Letters to Juliet,3.1
RottenTomatoes Audience Score,The Edge of Seventeen,4.15
RottenTomatoes Audience Score,American Ultra,2.25
RottenTomatoes Audience Score,The Squid and the Whale,4.05
RottenTomatoes Audience Score,Bedtime Stories,2.75
RottenTomatoes Audience Score,Verses of Love,3.75
RottenTomatoes Audience Score,Bolt,3.7
RottenTomatoes Audience Score,The Brave One,3.2
RottenTomatoes Audience Score,The Break-Up,2.3
RottenTomatoes Audience Score,The Brothers Grimm,1.95
RottenTomatoes Audience Score,Nights in Rodanthe,2.6
RottenTomatoes Audience Score,Nowhere Boy,3.7
RottenTomatoes Audience Score,Becoming Jane,3.7
RottenTomatoes Audience Score,Casino Royale,4.5
RottenTomatoes Audience Score,Charlie and the Chocolate Factory,2.55
RottenTomatoes Audience Score,Chicken Little,2.35
RottenTomatoes Audience Score,Click,3.3
RottenTomatoes Audience Score,Cloverfield,3.4
RottenTomatoes Audience Score,Evan Almighty,2.6
RottenTomatoes Audience Score,Angels & Demons,2.85
RottenTomatoes Audience Score,The Da Vinci Code,2.85
RottenTomatoes Audience Score,Sherlock Holmes,3.85
RottenTomatoes Audience Score,Spider-Man 3,2.55
RottenTomatoes Audience Score,Superbad,4.35
RottenTomatoes Audience Score,Superman Returns,3.05
RottenTomatoes Audience Score,Tarzan 2,1.85
RottenTomatoes Audience Score,Teenage Mutant Ninja Turtles,3.0
RottenTomatoes Audience Score,The Adventures of Sharkboy and Lavagirl,1.65
RottenTomatoes Audience Score,The Amityville Horror,2.6
RottenTomatoes Audience Score,The Final Destination,1.75
RottenTomatoes Audience Score,The Pink Panther,2.55
RottenTomatoes Audience Score,The Princess and the Frog,3.7
RottenTomatoes Audience Score,The Pursuit of Happyness,4.35
RottenTomatoes Audience Score,The Time Traveler's Wife,2.95
RottenTomatoes Audience Score,The Water Horse: Legend of the Deep,3.1
RottenTomatoes Audience Score,V for Vendetta,4.5
RottenTomatoes Audience Score,Zodiac,3.85
RottenTomatoes Audience Score,Zombieland,4.3
RottenTomatoes Audience Score,Hitch,3.1
RottenTomatoes Audience Score,Indiana Jones and the Kingdom of the Crystal Skull,2.65
RottenTomatoes Audience Score,Inkheart,2.25
RottenTomatoes Audience Score,Invictus,3.75
RottenTomatoes Audience Score,Junebug,3.65
RottenTomatoes Audience Score,Merantau,3.1
RottenTomatoes Audience Score,Ocean's Thirteen,3.75
RottenTomatoes Audience Score,P.S. I Love You,4.0
RottenTomatoes Audience Score,Paranormal Activity,2.85
RottenTomatoes Audience Score,Race to Witch Mountain,2.2
RottenTomatoes Audience Score,Rachel Getting Married,3.1
RottenTomatoes Audience Score,Revolutionary Road,3.55
RottenTomatoes Audience Score,Righteous Kill,1.85
RottenTomatoes Audience Score,Get Smart,3.35
RottenTomatoes Audience Score,Friday the 13th,2.3
RottenTomatoes Audience Score,G-Force,1.95
IMDB,Words Bubble Up Like Soda Pop,3.45
IMDB,Gunpowder Milkshake,3.0
IMDB,Thimmarusu,3.7
IMDB,Wind River,3.85
IMDB,Man in Love,3.5
IMDB,Black Island,2.6
IMDB,Beckett,2.8
IMDB,The Kissing Booth 3,2.35
IMDB,The Swarm,2.65
IMDB,Five Feet Apart,3.65
IMDB,Rurouni Kenshin: The Beginning,3.7
IMDB,Fantastic Fungi,3.75
IMDB,Blood Red Sky,3.05
IMDB,The Last Letter From Your Lover,3.35
IMDB,The Book of Henry,3.45
IMDB,A Perfect Fit,2.65
IMDB,A Classic Horror Story,2.85
IMDB,Midnight Sun,3.3
IMDB,Mama Drama,3.15
IMDB,Rise: Ini Kalilah,2.55
IMDB,Si Doel the Movie 2,3.55
IMDB,Haseen Dillruba,3.5
IMDB,The 8th Night,2.65
IMDB,Good on Paper,2.8
IMDB,Ali & Ratu Ratu Queens,35.5
IMDB,To All the Boys: Always and Forever - The Afterparty,3.15
IMDB,Wish Dragon,3.6
IMDB,Then Came You,3.5
IMDB,Ghost Lab,2.6
IMDB,Army of the Dead,2.85
IMDB,The Woman in the Window,2.55
IMDB,Super Me,2.9
IMDB,The Mitchells vs The Machines,3.85
IMDB,Stowaway,2.8
IMDB,Time Trap,3.15
IMDB,Ride or Die,2.8
IMDB,New Gods: Nezha Reborn,3.4
IMDB,Night in Paradise,3.35
IMDB,Story of Kale: When Someone's in Love,3.2
IMDB,Starship Troopers: Traitor of Mars,2.75
IMDB,Tersanjung the Movie,2.9
IMDB,Pagglait,3.45
IMDB,Seaspiracy,4.1
IMDB,The Yin Yang Master,3.2
IMDB,King of Boys,3.05
IMDB,Afterlife of the Party,2.9
IMDB,The Last Mercenary,2.65
IMDB,The Operative,2.85
IMDB,Bankrolled,2.0
IMDB,Born to Play,3.35
IMDB,Mobile Suit Gundam Hathaway,3.3
IMDB,Silver Skates,3.55
IMDB,Into the Beat,2.65
IMDB,Thunder Force,2.2
IMDB,Coded Bias,3.35
IMDB,Concrete Cowboy,3.15
IMDB,Not a Game,2.8
IMDB,Madam Chief Minister,2.35
IMDB,Loyiso Gola: Unlearning,2.95
IMDB,Secret Magic Control Agency,3.1
IMDB,Deadly Illusions,1.85
IMDB,Operation Varsity Blues,3.5
IMDB,Nightbooks,2.85
IMDB,Paradise Hills,2.65
IMDB,Afterlife of the Party.1,2.9
IMDB,Gurgaon,3.25
IMDB,Angamaly Diaries,4.0
IMDB,Count Me In,3.4
IMDB,The Vault,3.2
IMDB,Day of Destiny,2.45
IMDB,Cemara's Family,3.9
IMDB,Death to 2020,3.4
IMDB,Geez & Ann,2.55
IMDB,Generasi 90an: Melankolia,2.9
IMDB,I Care a Lot,3.15
IMDB,If Anything Happens I Love You,3.9
IMDB,June & Kopi,3.15
IMDB,Layla Majnun,3.1
IMDB,Ma Rainey's Black Bottom,3.45
IMDB,Mariposa,3.9
IMDB,Moxie,3.35
IMDB,Outside the Wire,2.7
IMDB,Pieces of a Woman,3.5
IMDB,Sightless,2.75
IMDB,Space Sweepers,3.25
IMDB,Tarung Sarung,3.25
IMDB,The Call,3.55
IMDB,The Heartbreak Club,3.2
IMDB,The White Tiger,3.55
IMDB,We Can Be Heroes,2.4
IMDB,Your Name Engraved Herein,3.65
IMDB,The Life Ahead,3.4
IMDB,Ludo,3.8
IMDB,Mile 22,3.05
IMDB,His House,3.25
IMDB,Holidate,3.05
IMDB,Nobody Sleeps in the Woods Tonight,2.45
IMDB,Over the Moon,3.2
IMDB,Rebecca,3.0
IMDB,The Magic School Bus Rides Again The Frizz Connection,2.5
IMDB,The Trial of the Chicago 7,3.9
IMDB,Kartini: Princess of Java,3.8
IMDB,Hubie Halloween,2.6
IMDB,David Attenborough: A Life on Our Planet,4.5
IMDB,Serious Men,3.4
IMDB,The Outpost,3.4
IMDB,American Murder: The Family Next Door,3.6
IMDB,Enola Holmes,3.3
IMDB,Whipped,2.0
IMDB,The Devil All The Time,3.55
IMDB,The Paramedic,2.85
IMDB,The Babysitter: Killer Queen,2.9
IMDB,Cargo,2.85
IMDB,The Social Dilemma,3.8
IMDB,#Alive,3.15
IMDB,My Octopus Teacher,4.05
IMDB,I'm Thinking of Ending Things,3.3
IMDB,Ave Maryam,3.5
IMDB,Children of the Sea,3.25
IMDB,The Boss Baby: Get That Baby!,2.45
IMDB,Crazy Awesome Teachers,3.1
IMDB,Project Power,3.1
IMDB,Kung Fu Panda: Holiday,3.4
IMDB,Last Knights,3.1
IMDB,Last Night,3.25
IMDB,Legion,2.6
IMDB,Lincoln,2.6
IMDB,Midnight Special,3.65
IMDB,Movie 43,2.15
IMDB,Muppets Most Wanted,3.2
IMDB,Naruto Shippuden : Blood Prison,3.6
IMDB,Nightcrawler,3.95
IMDB,Resident Evil: Afterlife,2.9
IMDB,Scary Movie 5,1.75
IMDB,Scott Pilgrim vs. the World,3.8
IMDB,Set Up,2.2
IMDB,Sex and the City 2,2.25
IMDB,Shark Night,2.0
IMDB,Legend of the Guardians: The Owls of Ga'Hoole,3.45
IMDB,"Love, Rosie",3.6
IMDB,Room,4.05
IMDB,Say When,3.2
IMDB,Searching for Sugar Man,4.1
IMDB,Season of the Witch,2.7
IMDB,Senna,4.25
IMDB,paddleton,3.6
IMDB,Behind the Curve,3.3
IMDB,High Flying Bird,3.1
IMDB,Velvet Buzzsaw,2.9
IMDB,The Black Prince,3.3
IMDB,Studio 54,3.5
IMDB,Surga Yang Tak Dirindukan 2,3.6
IMDB,Abducted in Plain Sight,3.4
IMDB,The Doll 2,2.6
IMDB,Polar,3.2
IMDB,GODZILLA The Planet Eater,2.5
IMDB,Bird Box,3.3
IMDB,Crossroads: One Two Jaga,3.3
IMDB,The Christmas Chronicles,3.5
IMDB,Sabrina,2.1
IMDB,Target,2.0
IMDB,The Princess Switch,3.1
IMDB,May the Devil Take You,3.0
IMDB,Outlaw King,3.5
IMDB,Shirkers,3.7
IMDB,The Night Comes for Us,3.5
IMDB,Apostle,3.2
IMDB,Kuntilanak,2.3
IMDB,The Kindergarten Teacher,3.4
IMDB,Scorpion King 5: Book of Souls,2.3
IMDB,Hold the Dark,2.8
IMDB,Sierra Burgess Is A Loser,2.9
IMDB,The After Party,2.9
IMDB,Extinction,2.9
IMDB,Father of the Year,2.6
IMDB,Us and Them,3.7
IMDB,Alex Strangelove,3.2
IMDB,Outside In,3.4
IMDB,The Kissing Booth,3.0
IMDB,Beyond Skyline,2.7
IMDB,6 Balloons,3.0
IMDB,Sun Dogs,3.1
IMDB,The Outsider,3.1
IMDB,Bullet Head,2.7
IMDB,Judwaa 2,1.8
IMDB,Shubh Aarambh,3.4
IMDB,FullMetal Alchemist,2.7
IMDB,Irreplaceable You,3.2
IMDB,Love Per Square Foot,3.6
IMDB,Evening Shadows,3.6
IMDB,The Drug King,3.1
IMDB,Pokémon the Movie: I Choose You!,3.2
IMDB,The Ballad of Buster Scruggs,3.7
IMDB,The Other Side of the Wind,3.4
IMDB,Private Life,3.6
IMDB,The 3rd Eye,2.6
IMDB,The Package,2.8
IMDB,Duck Duck Goose,2.8
IMDB,Set It Up,3.3
IMDB,Bad Genius,3.8
IMDB,Candy Jar,2.9
IMDB,Psychokinesis,3.0
IMDB,Kodachrome,3.4
IMDB,Benji,3.2
IMDB,Steel Rain,3.6
IMDB,Forgotten,3.7
IMDB,The Ritual,3.2
IMDB,Mercury 13,3.5
IMDB,The Clapper,2.6
IMDB,Family Blood,2.1
IMDB,Duck Butter,2.7
IMDB,How It Ends,2.5
IMDB,Like Father,3.1
IMDB,The Debt Collector,2.9
IMDB,City of Joy,3.8
IMDB,Seven in Heaven,2.7
IMDB,Tales From the Hood 2,2.2
IMDB,Gnome Alone,2.8
IMDB,GODZILLA City on the Edge of Battle,2.9
IMDB,Paranormal Investigation,1.9
IMDB,Head Count,2.7
IMDB,First Impression,2.8
IMDB,First Kill,2.5
IMDB,Freak Show,3.3
IMDB,Freshman Year,2.55
IMDB,How to Be a Latin Lover,3.0
IMDB,Galih dan Ratna,3.25
IMDB,Ghost House,2.35
IMDB,Love Shot,2.75
IMDB,Goosebumps 2: Haunted Halloween,2.8
IMDB,Happy Hunting,2.55
IMDB,Haunters: The Art of the Scare,3.3
IMDB,Haunting on Fraternity Row,1.9
IMDB,Hotel Transylvania 3: Summer Vacation,3.15
IMDB,Patient Seventeen,1.8
IMDB,I Am Maris,3.55
IMDB,Kickboxer: Retaliation,2.5
IMDB,Krystal,2.75
IMDB,Kung Fu Yoga,2.6
IMDB,Lez Bomb,2.6
IMDB,Life in the Doghouse,4.2
IMDB,Losing Sight of Shore,3.7
IMDB,Love Dot Com: The Social Experiment,2.1
IMDB,Maddman: The Steve Madden Story,3.3
IMDB,Mary Poppins Returns,3.35
IMDB,Miss Me This Christmas,2.2
IMDB,Molly's Game,3.7
IMDB,My Daddy is in Heaven,2.2
IMDB,Never Heard,2.8
IMDB,November Criminals,2.65
IMDB,The Accountant of Auschwitz,3.65
IMDB,Peter Rabbit,3.3
IMDB,Postcards from London,2.6
IMDB,Ralph Breaks the Internet: Wreck-It Ralph 2,3.5
IMDB,Red Trees,3.15
IMDB,Rememory,3.05
IMDB,Residente,4.0
IMDB,Super Dark Times,3.3
IMDB,Running for Grace,3.05
IMDB,Running Out Of Time,2.15
IMDB,Satan & Adam,3.85
IMDB,Saturday Church,3.15
IMDB,Silencer,1.9
IMDB,Solo: A Star Wars Story,3.45
IMDB,Speed Is My Need,2.9
IMDB,Spider-Man: Into the Spider-Verse,4.2
IMDB,Star Wars: Episode VIII: The Last Jedi,3.45
IMDB,Straight Up,3.4
IMDB,Submission,2.85
IMDB,Sweet Virginia,3.1
IMDB,Teach Us All,3.5
IMDB,The Angry Birds Movie 2,3.2
IMDB,The Pursuit,3.1
IMDB,The Basement,2.15
IMDB,The Brawler,2.4
IMDB,The Breadwinner,3.85
IMDB,The Bye Bye Man,2.15
IMDB,The Bygone,2.85
IMDB,The Carter Effect,3.5
IMDB,The Case for Christ,3.15
IMDB,Tokyo Idols,3.45
IMDB,The Endless,3.25
IMDB,Thor: Ragnarok,3.95
IMDB,The Force,3.35
IMDB,The Foreigner,3.5
IMDB,The Gentleman Driver,3.15
IMDB,The Ghost Who Walks,2.7
IMDB,The Good Catholic,2.65
IMDB,The Hurricane Heist,2.55
IMDB,The Incredibles 2,3.8
IMDB,The Keeping Hours,3.15
IMDB,Under an Arctic Sky,3.5
IMDB,The Secret Life of Pets 2,3.25
IMDB,The Nutcracker and the Four Realms,2.75
IMDB,The Little Mermaid,2.1
IMDB,Bright,3.15
IMDB,Death Note,2.25
IMDB,Okja,3.65
IMDB,5 Cowok Jagoan,3.3
IMDB,Ant-Man and the Wasp,3.5
IMDB,Avengers: Infinity War,4.25
IMDB,Black Panther,3.65
IMDB,Buffalo Boys,2.9
IMDB,Burning,3.75
IMDB,Christopher Robin,3.6
IMDB,Berlin Syndrome,3.1
IMDB,Naked,2.7
IMDB,The Saint,2.45
IMDB,Icarus,3.95
IMDB,Amar,2.55
IMDB,To the Bone,3.4
IMDB,When We First Met,3.2
IMDB,What the Health,3.7
IMDB,Lucid Dream,3.05
IMDB,War Machine,3.0
IMDB,Slam,3.05
IMDB,IBOY,2.95
IMDB,89,3.85
IMDB,1BR,2.9
IMDB,A Bad Moms Christmas,2.75
IMDB,A Wrinkle in Time,2.1
IMDB,American Assassin,3.1
IMDB,American Hangman,2.95
IMDB,Mudbound,3.7
IMDB,1922,3.1
IMDB,Bitch,2.55
IMDB,The Babysitter,3.2
IMDB,Breath,3.35
IMDB,Long Shot,3.7
IMDB,Newness,3.15
IMDB,Cake,3.8
IMDB,Chasing the Dragon,3.35
IMDB,What Happened to Monday,3.45
IMDB,Domino,2.25
IMDB,The Cloverfield Paradox,2.75
IMDB,A Futile and Stupid Gesture,3.35
IMDB,Expedition Happiness,2.95
IMDB,The Climb,3.45
IMDB,Pottersville,2.7
IMDB,Judd Apatow: The Return,3.1
IMDB,Voyeur,3.1
IMDB,Saving Capitalism,3.4
IMDB,A Christmas Prince,2.9
IMDB,SPF-18,1.6
IMDB,Our Souls at Night,3.45
IMDB,Gaga: Five Foot Two,3.5
IMDB,Barbie Dolphin Magic,2.8
IMDB,Cult of Chucky,2.6
IMDB,Message from the King,3.2
IMDB,Chasing Coral,4.05
IMDB,Take Me,3.05
IMDB,"Oh, Hello On Broadway",3.85
IMDB,Joshua: Teenager vs. Superpower,3.6
IMDB,Get Me Roger Stone,3.7
IMDB,The Mars Generation,3.25
IMDB,Kiss & Cry,3.35
IMDB,Small Crimes,2.9
IMDB,Sand Castle,3.15
IMDB,Tramps,3.25
IMDB,Sandy Wexler,2.6
IMDB,Burning Sands,3.0
IMDB,Clinical,2.55
IMDB,Coin Heist,2.4
IMDB,14 Cameras,2.3
IMDB,1st Summoning,1.65
IMDB,2036 Origin Unknown,2.15
IMDB,6 Days,3.1
IMDB,Dismissed,2.85
IMDB,Sin City,1.75
IMDB,Almost Love,2.85
IMDB,Raat Akeli Hai,3.65
IMDB,Sugar High,3.6
IMDB,The Kissing Booth 2,2.9
IMDB,Ip Man 4: The Finale,3.5
IMDB,The Players,2.35
IMDB,The Old Guard,3.3
IMDB,A Whisker Away,3.35
IMDB,Milea,3.2
IMDB,Da 5 Bloods,3.25
IMDB,The Witch: Part 1 - The Subversion,3.55
IMDB,Before I Fall,3.2
IMDB,The Night Clerk,2.75
IMDB,Lady Bird,3.7
IMDB,The Disaster Artist,3.65
IMDB,Ne Zha,3.7
IMDB,Uncut Gems,3.7
IMDB,Si Doel the Movie 3,3.35
IMDB,Dilan 1990,3.7
IMDB,Dilan 1991,3.4
IMDB,Si Doel the Movie,3.65
IMDB,The Half Of It,3.45
IMDB,Dangerous Lies,2.65
IMDB,My Stupid Boss 2,3.35
IMDB,This Earth of Mankind,3.45
IMDB,Time to Hunt,3.15
IMDB,The Willoughbys,3.15
IMDB,Love Wedding Repeat,2.75
IMDB,Tigertail,3.3
IMDB,The Florida Project,3.8
IMDB,The Killing of a Sacred Deer,3.5
IMDB,Angel Has Fallen,3.2
IMDB,Happy Old Year,3.6
IMDB,The Occupant,3.2
IMDB,Lost Girls,3.05
IMDB,Spenser Confidential,3.1
IMDB,Tootsies & The Fake,2.95
IMDB,All The Bright Places,3.25
IMDB,To All the Boys: P.S. I Still Love You,3.0
IMDB,Love for Sale 2,3.5
IMDB,Horse Girl,2.95
IMDB,NiNoKuni,3.05
IMDB,A Ghost Story,3.4
IMDB,Posesif,3.7
IMDB,The Two Popes,3.8
IMDB,Stars in the Sky: A Hunting Story,3.65
IMDB,The Magic School Bus Rides Again Kids In Space,3.15
IMDB,Malibu Rescue: The Next Wave,2.4
IMDB,Sam Jay: 3 In The Morning,3.2
IMDB,Killing Hasselhoff,2.2
IMDB,Rogue Warfare: The Hunt,1.55
IMDB,Dragons: Rescue Riders: Secrets of the Songwing,3.0
IMDB,Mucho Mucho Amor: The Legend of Walter Mercado,3.65
IMDB,The Long Dumb Road,3.05
IMDB,George Lopez: We'll Do It For Half,2.8
IMDB,#FriendButMarried 2,2.95
IMDB,One Day We'll Talk About Today,3.7
IMDB,Eurovision Song Contest: The Story of Fire Saga,3.25
IMDB,Athlete A,3.8
IMDB,Riding Faith,2.2
IMDB,Jo Koy: In His Elements,2.65
IMDB,The Last Days of American Crime,1.85
