Username,Title,Rating Final
sinema911,Teenage Mutant Ninja Turtles,2.75
sinema911,Paranormal Activity,2.276786
sinema911,Friday the 13th,2.675
kampusfilmID,Thor: Ragnarok,3.85
kampusfilmID,Black Panther,3.75
kampusfilmID,Lady Bird,3.75
kampusfilmID,Posesif,3.068182
kampusfilmID,Marriage Story,3.6375
kampusfilmID,Love for Sale,4.197917
paradigmafilm,A Classic Horror Story,4
paradigmafilm,The Woman in the Window,2.5
paradigmafilm,Generasi 90an: Melankolia,2.416667
paradigmafilm,Mariposa,3.325
paradigmafilm,Space Sweepers,3.5625
paradigmafilm,Mile 22,2.375
paradigmafilm,His House,2.57197
paradigmafilm,The Babysitter: Killer Queen,3.75
paradigmafilm,I'm Thinking of Ending Things,2.840909
paradigmafilm,Ave Maryam,3.75
paradigmafilm,Project Power,3.75
paradigmafilm,Last Night,4.125
paradigmafilm,Scott Pilgrim vs. the World,2.75
paradigmafilm,Room,2.916667
paradigmafilm,The Night Comes for Us,3.166667
paradigmafilm,Apostle,1.15625
paradigmafilm,Death Note,3.428977
paradigmafilm,5 Cowok Jagoan,2.9375
paradigmafilm,Buffalo Boys,3.416667
paradigmafilm,Burning,2.083333
paradigmafilm,Ne Zha,2.78125
paradigmafilm,Dilan 1990,2.5
paradigmafilm,Dilan 1991,4.125
paradigmafilm,Love for Sale 2,2.541667
paradigmafilm,Posesif,3.125
paradigmafilm,Love for Sale,3.5625
paradigmafilm,The Perfection,2.15625
ngobrolinpilem,Ali & Ratu Ratu Queens,2.670455
ngobrolinpilem,Death to 2020,3.441964
ngobrolinpilem,If Anything Happens I Love You,3.75
ngobrolinpilem,Enola Holmes,2.5
ngobrolinpilem,Scott Pilgrim vs. the World,3.1875
ngobrolinpilem,Happy Old Year,2.5
commaditya,Bird Box,0.75
commaditya,FullMetal Alchemist,3.333333
commaditya,The Pursuit,2.5
commaditya,Thor: Ragnarok,3.25
commaditya,Cahaya Dari Timur Beta Maluku,4.25
paradigmafilm,Rudy Habibie,2.5
paradigmafilm,Surga Yang Tak Dirindukan,2.5
paradigmafilm,Swiss Army Man,1.875
paradigmafilm,Tanda Tanya,2.833333
paradigmafilm,Headshot,2.823214
paradigmafilm,American Ultra,2.1875
paradigmafilm,Merantau,3.416667
ngobrolinpilem,Moonlight,5
ngobrolinpilem,Into the Wild,3
commaditya,Twilight,3.145833
commaditya,Star Trek,2.75
asliga,Man in Love,3.5
asliga,The Swarm,2.5
asliga,Five Feet Apart,3.5
asliga,Blood Red Sky,3
asliga,A Perfect Fit,3
asliga,Midnight Sun,3.5
asliga,Si Doel the Movie 2,3
asliga,Haseen Dillruba,3.5
asliga,The 8th Night,2.5
asliga,Wish Dragon,3.5
asliga,Ghost Lab,2.5
asliga,Super Me,2.5
asliga,Time Trap,2
asliga,Night in Paradise,3
asliga,Pagglait,3
asliga,Two Distant Strangers,3.5
asliga,Thunder Force,2
asliga,Nightbooks,2.5
asliga,Paradise Hills,2.5
asliga,Death to 2020,3.5
asliga,Moxie,3.5
asliga,Moxie,3
asliga,Sightless,2.5
asliga,Space Sweepers,3
asliga,The Call,3
asliga,Ludo,3.5
asliga,His House,3.5
asliga,Holidate,3
asliga,Rebecca,3.5
asliga,The Trial of the Chicago 7,3.266667
asliga,Hubie Halloween,2.5
asliga,The Outpost,3
asliga,Enola Holmes,3
asliga,Cargo,2.5
asliga,Cargo,2.5
asliga,#Alive,3.5
asliga,Project Power,2.5
asliga,Bird Box,3.5
asliga,Bad Genius,3.5
asliga,The Ritual,3
asliga,First Kill,2
asliga,Galih dan Ratna,3.5
asliga,Ghost House,2.5
asliga,Kung Fu Yoga,3
asliga,Thor: Ragnarok,3.5
asliga,The Foreigner,3
asliga,5 Cowok Jagoan,3
asliga,Black Panther,3
asliga,Buffalo Boys,3
asliga,Burning,3.5
asliga,Christopher Robin,3.5
asliga,Berlin Syndrome,2.5
asliga,1BR,3
asliga,The Babysitter,3.5
asliga,Newness,3.5
asliga,6 Days,2.5
asliga,A Whisker Away,3
asliga,Lady Bird,3.5
asliga,Ne Zha,3.5
asliga,Uncut Gems,3
asliga,Dilan 1990,3
asliga,Si Doel the Movie,3
asliga,Time to Hunt,3.5
asliga,The Willoughbys,3
asliga,Love Wedding Repeat,2.5
asliga,Tigertail,3.5
asliga,Happy Old Year,3.5
asliga,The Occupant,3
asliga,Spenser Confidential,2.5
asliga,Posesif,3
asliga,6 Underground,3
asliga,Marriage Story,4
asliga,Love for Sale,3.5
asliga,Munafik 2,3
asliga,Someone Great,3
asliga,Triple Frontier,3
asliga,The Irishman,3.5
asliga,The Silence,2.5
asliga,The Perfection,3
asliga,Brother,2
asliga,Drive,2
AnakNonton,Midnight Special,2.083333
AnakNonton,Galih dan Ratna,3.375
AnakNonton,Spider-Man: Into the Spider-Verse,3.75
AnakNonton,Thor: Ragnarok,2.5
AnakNonton,Ant-Man and the Wasp,2.5
AnakNonton,Avengers: Infinity War,3.203704
AnakNonton,Black Panther,2.5
AnakNonton,Posesif,3.666667
AnakNonton,Drive,4.375
ScreenSaversID,Time Trap,2.666667
ScreenSaversID,Legion,3.75
ScreenSaversID,Avengers: Infinity War,3.583333
asliga,Hugo,2.5
asliga,Sinister 2,2
asliga,Selfless,2.5
asliga,Habibie & Ainun,3.25
asliga,Rudy Habibie,3.5
asliga,The Doll,2
asliga,Dallas Buyers Club,3.5
asliga,Earth to Echo,3
asliga,Stonehearst Asylum,3
asliga,Surat Dari Praha,3.5
asliga,The Adventures of Tintin,3.5
asliga,The Captive,2
asliga,Chappie,3
asliga,Extraction,3
asliga,Walk of Shame,2.5
asliga,Brick Mansions,2.5
asliga,Sabotage,2
asliga,Crimson Peak,3.5
asliga,The BFG,3
asliga,The Conjuring,3
asliga,Triple 9,2.5
asliga,Snowden,3
asliga,Seventh Son,2.5
asliga,Headshot,3
asliga,Jupiter Ascending,2.5
asliga,A Love Story,2
asliga,The Bucket List,3.5
asliga,Moonlight,3
asliga,American Ultra,2.5
GilaFilmID,Bad Genius,2.895833
GilaFilmID,Mary Poppins Returns,2.916667
GilaFilmID,Peter Rabbit,3.15
GilaFilmID,Solo: A Star Wars Story,1.875
GilaFilmID,Spider-Man: Into the Spider-Verse,2.375
GilaFilmID,The Breadwinner,3
GilaFilmID,Thor: Ragnarok,2.291667
GilaFilmID,Death Note,2.5
GilaFilmID,5 Cowok Jagoan,3.75
GilaFilmID,Ant-Man and the Wasp,1.645833
GilaFilmID,Avengers: Infinity War,2.520833
GilaFilmID,Black Panther,3
GilaFilmID,Buffalo Boys,2.625
GilaFilmID,A Wrinkle in Time,2.5
GilaFilmID,Chasing the Dragon,3.75
GilaFilmID,Ip Man 4: The Finale,3.013889
GilaFilmID,Sin City,2.902778
GilaFilmID,The Players,2.583333
GilaFilmID,Lady Bird,2.833333
GilaFilmID,Dilan 1991,3.289286
GilaFilmID,Si Doel the Movie,3.625
GilaFilmID,Love for Sale 2,2.9
GilaFilmID,Posesif,4
GilaFilmID,6 Underground,3.166667
GilaFilmID,Marriage Story,2.729167
GilaFilmID,Love for Sale,2.895833
GilaFilmID,Munafik 2,3.955
GilaFilmID,It Comes at Night,3.125
GilaFilmID,The Irishman,2.414063
ScreenSaversID,The Mitchells vs The Machines,2.5
ScreenSaversID,Time Trap,2.666667
ScreenSaversID,Two Distant Strangers,2.69697
ScreenSaversID,Enola Holmes,2.5
ScreenSaversID,Cargo,2.375
ScreenSaversID,Legion,3.75
ScreenSaversID,Lincoln,3.75
ScreenSaversID,Muppets Most Wanted,3.030303
ScreenSaversID,Nightcrawler,1.09375
ScreenSaversID,Room,3.8125
ScreenSaversID,Searching for Sugar Man,4.0625
ScreenSaversID,Senna,3.375
ScreenSaversID,Beyond Skyline,1.953704
ScreenSaversID,The Outsider,2.796875
ScreenSaversID,The Ritual,3
ScreenSaversID,Spider-Man: Into the Spider-Verse,3.375
ScreenSaversID,Thor: Ragnarok,2.5
ScreenSaversID,Bright,1.5
ScreenSaversID,Death Note,2.400643
ScreenSaversID,Okja,2.821429
ScreenSaversID,Ant-Man and the Wasp,2.515625
ScreenSaversID,Avengers: Infinity War,3.583333
ScreenSaversID,Black Panther,3.0625
ScreenSaversID,Mudbound,2.416667
ScreenSaversID,Breath,3.40625
ScreenSaversID,Dilan 1990,2.5
ScreenSaversID,Love for Sale 2,3.5625
ScreenSaversID,Love for Sale,3.40625
ScreenSaversID,Triple Frontier,2.7
ScreenSaversID,The Silence,3.229167
bicaraboxoffice,My Stupid Boss,2.8125
bicaraboxoffice,Hugo,2.986111
bicaraboxoffice,Habibie & Ainun,2.5
bicaraboxoffice,Rudy Habibie,3.59375
bicaraboxoffice,Surat Dari Praha,3.175
bicaraboxoffice,Extraction,3.175
bicaraboxoffice,Green Lantern,2
bicaraboxoffice,Insidious,3
bicaraboxoffice,The Conjuring,4
bicaraboxoffice,The Conjuring 2,3.95
bicaraboxoffice,How to Train Your Dragon 2,3.425
bicaraboxoffice,Star Trek,3.75
bicaraboxoffice,Cloverfield,1.75
bicaraboxoffice,Sherlock Holmes,3.315476
bicaraboxoffice,Spider-Man 3,3.25
bicaraboxoffice,Superman Returns,2.526042
GilaFilmID,My Stupid Boss,2.5
GilaFilmID,Sinister 2,2.0625
GilaFilmID,Olympus Has Fallen,3.75
GilaFilmID,Rudy Habibie,4.25
GilaFilmID,Cloud Atlas,2.5
GilaFilmID,Surat Dari Praha,3.5625
GilaFilmID,Chappie,2.875
GilaFilmID,Green Lantern,2.5
GilaFilmID,Inception,2.919643
GilaFilmID,Django Unchained,3.46875
GilaFilmID,The Twilight Saga: Breaking Dawn: Part 1,2.5
GilaFilmID,The Twilight Saga: Breaking Dawn: Part 2,3.125
GilaFilmID,Snowpiercer,2.041667
GilaFilmID,The Darkest Hour,2.5
GilaFilmID,Insidious,3.4375
GilaFilmID,The BFG,2.5
GilaFilmID,The Conjuring,2.5
GilaFilmID,The Conjuring 2,2.5
GilaFilmID,Headshot,2.9375
GilaFilmID,Jupiter Ascending,2.5
GilaFilmID,The Social Network,2.232143
GilaFilmID,Train to Busan,3.5
GilaFilmID,A Love Story,2.9
GilaFilmID,Twilight,2.5
GilaFilmID,Moonlight,2.5
GilaFilmID,Into the Wild,2.5
GilaFilmID,Young Adult,2.5
GilaFilmID,Dead Man Down,2.625
GilaFilmID,American Ultra,2.5
GilaFilmID,Casino Royale,1.25
GilaFilmID,Charlie and the Chocolate Factory,3.475
GilaFilmID,Cloverfield,2.5
GilaFilmID,Sherlock Holmes,1
GilaFilmID,Spider-Man 3,3.375
GilaFilmID,Superman Returns,2.757813
GilaFilmID,Teenage Mutant Ninja Turtles,2.5
GilaFilmID,Paranormal Activity,2.5
ScreenSaversID,The Last Airbender,3.0625
ScreenSaversID,The Danish Girl,4
ScreenSaversID,Olympus Has Fallen,1.875
ScreenSaversID,Habibie & Ainun,3.75
ScreenSaversID,The Theory of Everything,5
ScreenSaversID,Cloud Atlas,2.430556
ScreenSaversID,Dallas Buyers Club,3.75
ScreenSaversID,Surat Dari Praha,3.475
ScreenSaversID,The Croods,5
ScreenSaversID,The Interview,1.25
ScreenSaversID,Django Unchained,2.886574
ScreenSaversID,Snowpiercer,2.989583
ScreenSaversID,Crimson Peak,3.9375
ScreenSaversID,The Conjuring,2.208333
ScreenSaversID,Snowden,1.5
ScreenSaversID,ParaNorman,2.979167
ScreenSaversID,The Smurfs 2,2.5
ScreenSaversID,Jupiter Ascending,2.8125
ScreenSaversID,Train to Busan,3
ScreenSaversID,Tusk,2.5
ScreenSaversID,Ip Man,2.95
ScreenSaversID,Twilight,2.5
ScreenSaversID,Star Trek,2.5
ScreenSaversID,Moonlight,3.291667
ScreenSaversID,The Founder,2.694444
ScreenSaversID,Click,4.5125
ScreenSaversID,Cloverfield,3.4375
ScreenSaversID,Superman Returns,2.5
ScreenSaversID,Teenage Mutant Ninja Turtles,2.4375
ScreenSaversID,Zombieland,2.75
cinemuach,Geez & Ann,2.410714
cinemuach,Mariposa,3.75
cinemuach,Mile 22,2
cinemuach,Ave Maryam,3.895833
cinemuach,Scott Pilgrim vs. the World,2.875
cinemuach,Shirkers,2.6875
cinemuach,The Breadwinner,3.25
cinemuach,Thor: Ragnarok,3
cinemuach,Buffalo Boys,2.5
cinemuach,Burning,2.822222
cinemuach,Berlin Syndrome,2.395833
cinemuach,89,3.0625
cinemuach,Lady Bird,3.75
cinemuach,Ne Zha,4.25
cinemuach,Uncut Gems,2.8125
cinemuach,The Florida Project,4.25
cinemuach,Marriage Story,5
hafilova,Gunpowder Milkshake,2.5
hafilova,Man in Love,3.5
hafilova,The Swarm,3
hafilova,Five Feet Apart,3.5
hafilova,Blood Red Sky,2.5
hafilova,The 8th Night,3.25
hafilova,Army of the Dead,3.5
hafilova,Stowaway,3
hafilova,Ride or Die,3
hafilova,Night in Paradise,3.5
hafilova,Two Distant Strangers,4
hafilova,Thunder Force,2
hafilova,Space Sweepers,3
hafilova,Mile 22,2.5
hafilova,His House,4
hafilova,American Murder: The Family Next Door,4
hafilova,My Octopus Teacher,4
hafilova,Ave Maryam,4
hafilova,Nightcrawler,3.75
hafilova,"Love, Rosie",2.5
hafilova,Season of the Witch,2.5
hafilova,Senna,2.5
hafilova,Velvet Buzzsaw,3
hafilova,Polar,3.5
hafilova,May the Devil Take You,4
hafilova,Extinction ,3.75
hafilova,Galih dan Ratna,2
hafilova,Spider-Man: Into the Spider-Verse,4
hafilova,Thor: Ragnarok,3.5
hafilova,Ant-Man and the Wasp,3.5
hafilova,Avengers: Infinity War,4.5
hafilova,Black Panther,4
hafilova,Buffalo Boys,3
hafilova,Long Shot,3.5
hafilova,The Witch: Part 1 - The Subversion,3.5
hafilova,Ne Zha,4
hafilova,Uncut Gems,4
hafilova,Dilan 1991,3.5
hafilova,Tigertail,3.5
hafilova,A Ghost Story,4.5
hafilova,Posesif,1.5
hafilova,Marriage Story,3.71875
hafilova,Love for Sale,4
hafilova,Atlantics,4
hafilova,Joy,4
hafilova,The Perfection,3.5
hafilova,Brother,4
hafilova,Shadow,3.75
hafilova,Drive,5
sinema911,Midnight Sun,3.5
sinema911,Night in Paradise,3.25
sinema911,Mariposa,2.895833
sinema911,Ave Maryam,3.75
sinema911,Movie 43,2.875
sinema911,Beyond Skyline,2.5
sinema911,Galih dan Ratna,2.5
sinema911,Death Note,2.5
sinema911,Black Panther,3
sinema911,Buffalo Boys,3
sinema911,Dilan 1990,2.625
sinema911,Posesif,2.75
sinema911,Marriage Story,2.75
sinema911,Shadow,2.125
sir_amirsyarif,Gunpowder Milkshake,3.238095
sir_amirsyarif,Wish Dragon,3.320833
sir_amirsyarif,Generasi 90an: Melankolia,2.222222
sir_amirsyarif,I Care a Lot,3
sir_amirsyarif,June & Kopi,3.054167
sir_amirsyarif,Layla Majnun,2.5
sir_amirsyarif,Mile 22,3.8125
sir_amirsyarif,Over the Moon,2.375
sir_amirsyarif,Enola Holmes,3.729167
sir_amirsyarif,Lincoln,5
sir_amirsyarif,Midnight Special,3.027778
sir_amirsyarif,Movie 43,2.78125
sir_amirsyarif,Nightcrawler,3.208333
sir_amirsyarif,Scott Pilgrim vs. the World,3.25
sir_amirsyarif,Shark Night,1.25
sir_amirsyarif,Legend of the Guardians: The Owls of Ga'Hoole,3.5
sir_amirsyarif,Searching for Sugar Man,3.75
sir_amirsyarif,The Doll 2,2.3125
sir_amirsyarif,Kuntilanak ,2.625
sir_amirsyarif,Spider-Man: Into the Spider-Verse,5
sir_amirsyarif,Submission,3.75
sir_amirsyarif,Black Panther,5
GilaFilmID,Gunpowder Milkshake,3.5
GilaFilmID,Wind River,2.5
GilaFilmID,Man in Love,2.5
GilaFilmID,Five Feet Apart,3.5
GilaFilmID,Kingdom: Ashin of the North,4.2
GilaFilmID,A Perfect Fit,2.357955
GilaFilmID,Midnight Sun,2.75
GilaFilmID,Si Doel the Movie 2,2.03125
GilaFilmID,Ali & Ratu Ratu Queens,3.25
GilaFilmID,Army of the Dead,2.9
GilaFilmID,Stowaway,2.75
GilaFilmID,Tersanjung the Movie,2.5
GilaFilmID,Thunder Force,2.798611
GilaFilmID,Geez & Ann,2.791667
GilaFilmID,Generasi 90an: Melankolia,2.75
GilaFilmID,June & Kopi,3.75
GilaFilmID,Mariposa,2.5
GilaFilmID,Space Sweepers,2.5
GilaFilmID,Tarung Sarung,2.840909
GilaFilmID,The Call,2.5
GilaFilmID,Ludo,3.140625
GilaFilmID,Mile 22,2.955357
GilaFilmID,The Trial of the Chicago 7,3.09375
GilaFilmID,The Outpost,2.75
GilaFilmID,Enola Holmes,2.892857
GilaFilmID,Cargo,2.5
GilaFilmID,Ave Maryam,4
GilaFilmID,Legion,3.127922
GilaFilmID,Lincoln,3.065476
GilaFilmID,Midnight Special,3.25
GilaFilmID,Movie 43,3.0625
GilaFilmID,Muppets Most Wanted,2.40625
GilaFilmID,Nightcrawler,2.5
GilaFilmID,Scary Movie 5,2.5
GilaFilmID,Scott Pilgrim vs. the World,2.5
GilaFilmID,"Love, Rosie",2.738095
GilaFilmID,Searching for Sugar Man,3.75
GilaFilmID,Surga Yang Tak Dirindukan 2,2.8125
GilaFilmID,Bird Box,1.895833
GilaFilmID,Target,3.072917
GilaFilmID,Beyond Skyline,2.721354
GilaFilmID,The Outsider,2.5
GilaFilmID,Bad Genius,2.263889
GilaFilmID,Psychokinesis,3.375
GilaFilmID,Kodachrome,2.5
GilaFilmID,Galih dan Ratna,2.5
GilaFilmID,Kickboxer: Retaliation,2.5
GilaFilmID,Kung Fu Yoga,2.5
GilaFilmID,Mary Poppins Returns,4.5
GilaFilmID,Molly's Game,1.5
GilaFilmID,Peter Rabbit,2.694444
GilaFilmID,Solo: A Star Wars Story,1.875
GilaFilmID,Spider-Man: Into the Spider-Verse,4.5
GilaFilmID,The Angry Birds Movie 2,1.25
GilaFilmID,The Breadwinner,3
GilaFilmID,The Bye Bye Man,2.5
GilaFilmID,Thor: Ragnarok,3.5375
GilaFilmID,The Foreigner,2.75
GilaFilmID,The Incredibles 2,2.895597
GilaFilmID,The Secret Life of Pets 2,3.5
GilaFilmID,The Nutcracker and the Four Realms,2.75
GilaFilmID,The Little Mermaid,2.5
GilaFilmID,Bright,2.5
GilaFilmID,Death Note,2.928977
GilaFilmID,Okja,2.5
GilaFilmID,5 Cowok Jagoan,2.8125
GilaFilmID,Ant-Man and the Wasp,1.645833
GilaFilmID,Avengers: Infinity War,1.916667
GilaFilmID,Black Panther,2.694444
GilaFilmID,Buffalo Boys,2.474265
GilaFilmID,Christopher Robin,2.8125
GilaFilmID,When We First Met,2.5
GilaFilmID,War Machine,2.5
GilaFilmID,A Bad Moms Christmas,2.5
GilaFilmID,A Wrinkle in Time,1.8
GilaFilmID,American Assassin,2.5
GilaFilmID,The Babysitter,2.5
GilaFilmID,Breath,2.5
GilaFilmID,Long Shot,4.25
GilaFilmID,Chasing the Dragon,3.75
GilaFilmID,What Happened to Monday,2.5
GilaFilmID,Message from the King,2.5
GilaFilmID,Sand Castle,2.5
GilaFilmID,Sin City,2.375
GilaFilmID,Ip Man 4: The Finale,3.75
GilaFilmID,The Players,2.5
GilaFilmID,Lady Bird,2.619792
GilaFilmID,The Disaster Artist,2.5
GilaFilmID,Uncut Gems,2.5
GilaFilmID,Dilan 1991,3.289286
GilaFilmID,Si Doel the Movie,3.625
GilaFilmID,My Stupid Boss 2,1.75
GilaFilmID,The Willoughbys,2.5
GilaFilmID,Angel Has Fallen,3.25
GilaFilmID,Happy Old Year,2.5
GilaFilmID,All The Bright Places,2.75
GilaFilmID,Love for Sale 2,2.5
GilaFilmID,Posesif,1.875
GilaFilmID,6 Underground,3.135714
GilaFilmID,Marriage Story,2.375
GilaFilmID,The Island,2.840909
GilaFilmID,Master Z: The Ip Man Legacy,4.5
GilaFilmID,Love for Sale,3
GilaFilmID,Munafik 2,3.955
GilaFilmID,Triple Frontier,2.5
GilaFilmID,The Dirt,4
GilaFilmID,It Comes at Night,3.125
GilaFilmID,The Irishman,2.875
GilaFilmID,Budapest,2.916667
GilaFilmID,The Silence,2.5
GilaFilmID,Joy,3
GilaFilmID,Unicorn Store,2.5
GilaFilmID,Shadow,2.795455
GilaFilmID,Drive,2.5
TarizSolis,Words Bubble Up Like Soda Pop,3.203125
TarizSolis,Man in Love,2.097222
TarizSolis,Five Feet Apart,2.657197
TarizSolis,The Last Letter From Your Lover,3.059524
TarizSolis,A Perfect Fit,3.4375
TarizSolis,Midnight Sun,2.5
TarizSolis,Si Doel the Movie 2,2.321429
TarizSolis,Ali & Ratu Ratu Queens,3.37013
TarizSolis,Ghost Lab,2.5
TarizSolis,The Mitchells vs The Machines,2.875
TarizSolis,Pagglait,2.625
TarizSolis,Two Distant Strangers,3.056818
TarizSolis,Death to 2020,3.056548
TarizSolis,Geez & Ann,2.618113
TarizSolis,Generasi 90an: Melankolia,3.420455
TarizSolis,If Anything Happens I Love You,3.166667
TarizSolis,Mariposa,3.472222
TarizSolis,Space Sweepers,2.514881
TarizSolis,The Call,3
TarizSolis,The White Tiger,3.375
TarizSolis,Ludo,2.6125
TarizSolis,Mile 22,3.066667
TarizSolis,His House,2.828914
TarizSolis,The Trial of the Chicago 7,3.2625
TarizSolis,Enola Holmes,3.34375
TarizSolis,The Social Dilemma,2.847222
TarizSolis,#Alive,2.594381
TarizSolis,Ave Maryam,3.5
TarizSolis,Project Power,3.233333
TarizSolis,Lincoln,2.816964
TarizSolis,Midnight Special,3
TarizSolis,Movie 43,1.916667
TarizSolis,Nightcrawler,2.5
TarizSolis,Resident Evil: Afterlife,3.5
TarizSolis,Scary Movie 5,1.625
TarizSolis,Scott Pilgrim vs. the World,3.5
TarizSolis,Shark Night,2.5
TarizSolis,Legend of the Guardians: The Owls of Ga'Hoole,4
TarizSolis,"Love, Rosie",3
TarizSolis,Room,2.916667
TarizSolis,Searching for Sugar Man,3.75
TarizSolis,Surga Yang Tak Dirindukan 2,3
TarizSolis,The Doll 2,3
TarizSolis,Bird Box,2.549107
TarizSolis,Sabrina,2.1875
TarizSolis,Kuntilanak,2.0625
TarizSolis,Us and Them,3.297222
TarizSolis,Set It Up,4
TarizSolis,Bad Genius,4
TarizSolis,Forgotten,3.210227
TarizSolis,Galih dan Ratna,4
TarizSolis,Ghost House,2.625
TarizSolis,Kung Fu Yoga,2.8125
TarizSolis,Peter Rabbit,3.106944
TarizSolis,Super Dark Times,2.072917
TarizSolis,The Breadwinner,2.833333
TarizSolis,Thor: Ragnarok,3.2125
TarizSolis,The Hurricane Heist,3.75
TarizSolis,Death Note,2.5
TarizSolis,Okja,4
TarizSolis,5 Cowok Jagoan,3.5
TarizSolis,Avengers: Infinity War,4.5
TarizSolis,Black Panther,3.515625
TarizSolis,Buffalo Boys,2.613095
TarizSolis,Christopher Robin,4
TarizSolis,A Wrinkle in Time,2.5
TarizSolis,American Assassin,2.9875
TarizSolis,The Babysitter,1.875
TarizSolis,Cake,3.125
TarizSolis,Chasing the Dragon,3.233333
TarizSolis,Domino,3.125
TarizSolis,Skins,3.125
TarizSolis,Sin City,3.21875
TarizSolis,A Whisker Away,3.610764
TarizSolis,Milea,3.5
TarizSolis,Lady Bird,3.136111
TarizSolis,The Disaster Artist,4.166667
TarizSolis,Dilan 1990,2.779514
TarizSolis,Dilan 1991,3.125
TarizSolis,The Half Of It,3.151786
TarizSolis,My Stupid Boss 2,2.5
TarizSolis,The Willoughbys,3
TarizSolis,Love Wedding Repeat,2.25
TarizSolis,Happy Old Year,2.5
TarizSolis,Tootsies & The Fake,1.25
TarizSolis,Cahaya Dari Timur Beta Maluku,4
TarizSolis,Marriage Story,2.916667
TarizSolis,The Island,4
TarizSolis,Love for Sale,2.875
TarizSolis,The Last Summer,2.8
TarizSolis,Munafik 2,2.518519
TarizSolis,Someone Great,3.147727
TarizSolis,The Sky Is Pink,2.5
TarizSolis,The Irishman,2.25
TarizSolis,Joy,2.5
TarizSolis,Girl,3.1875
sinemagerbanget,Gunpowder Milkshake,2.53125
sinemagerbanget,A Classic Horror Story,2.3
sinemagerbanget,Wish Dragon,2.840909
sinemagerbanget,Army of the Dead,3.192857
sinemagerbanget,The Mitchells vs The Machines,2.5
sinemagerbanget,Death to 2020,2.444444
sinemagerbanget,Ma Rainey's Black Bottom,3.708333
sinemagerbanget,Space Sweepers,3.3125
sinemagerbanget,We Can Be Heroes,2.423182
sinemagerbanget,Mile 22,2.5
sinemagerbanget,His House,3.625
sinemagerbanget,Enola Holmes,2.5
sinemagerbanget,Whipped,2.5
sinemagerbanget,I'm Thinking of Ending Things,4.5
sinemagerbanget,Movie 43,2.8375
sinemagerbanget,Velvet Buzzsaw,3.5
sinemagerbanget,Target,2.5
sinemagerbanget,May the Devil Take You,3.388889
sinemagerbanget,Apostle,2.96875
sinemagerbanget,Kuntilanak,2.5
sinemagerbanget,The Outsider,2.8125
sinemagerbanget,The Ballad of Buster Scruggs,3.5925
sinemagerbanget,Bad Genius,3
sinemagerbanget,The Ritual,3.5
sinemagerbanget,Star Wars: Episode VIII: The Last Jedi,3.125
sinemagerbanget,The Angry Birds Movie 2,3.030303
sinemagerbanget,The Breadwinner,4.125
sinemagerbanget,Thor: Ragnarok,2.90625
sinemagerbanget,The Hurricane Heist,2.958333
sinemagerbanget,The Incredibles 2,3.041667
sinemagerbanget,The Secret Life of Pets 2,3.25
sinemagerbanget,Death Note,3.5
teppy87,Scott Pilgrim vs. the World,4
teppy87,"Love, Rosie",2.864583
teppy87,The Night Comes for Us,2.5
teppy87,The Kissing Booth,2.857143
teppy87,Galih dan Ratna,2.965278
teppy87,Molly's Game,2.5
teppy87,Spider-Man: Into the Spider-Verse,2.5
teppy87,Thor: Ragnarok,2.5
teppy87,Avengers: Infinity War,3.9375
teppy87,Black Panther,3.125
teppy87,Buffalo Boys,3
teppy87,To the Bone,4.25
teppy87,Long Shot,3.125
teppy87,Milea,4.4375
teppy87,Lady Bird,2.5
teppy87,Dilan 1990,4.25
teppy87,Dilan 1991,2.5
teppy87,Si Doel the Movie,3
teppy87,Love for Sale 2,3.214286
teppy87,Posesif,2.8125
teppy87,Marriage Story,2.160714
teppy87,Love for Sale,2.75
teppy87,The Perfect Date,2.75
teppy87,The Perfection,3.75
TarizSolis,My Stupid Boss,3.5
TarizSolis,The Last Airbender,1.5
TarizSolis,Hugo,4
TarizSolis,The Bling Ring,2.5
TarizSolis,The Danish Girl,3.78125
TarizSolis,Sinister 2,3
TarizSolis,Olympus Has Fallen,3
TarizSolis,Habibie & Ainun,3.5
TarizSolis,Rudy Habibie,4
TarizSolis,Surga Yang Tak Dirindukan,3
TarizSolis,The Doll,3.833333
TarizSolis,The Theory of Everything,4.125
TarizSolis,Cats & Dogs: The Revenge of Kitty Galore,2
TarizSolis,Clash of the Titans,1.972222
TarizSolis,Cloud Atlas,2.625
TarizSolis,Dallas Buyers Club,3.958333
TarizSolis,Don't Be Afraid of the Dark,2.3125
TarizSolis,Soul Surfer,2.541667
TarizSolis,Stonehearst Asylum,3.291667
TarizSolis,Suckseed,3.5
TarizSolis,Surat Dari Praha,4
TarizSolis,The Adventures of Tintin,3.875
TarizSolis,The Age of Shadows,2.75
TarizSolis,The Autopsy of Jane Doe,3.5
TarizSolis,The Book of Eli,1.833333
TarizSolis,The Company Men,3.75
TarizSolis,The Croods,3
TarizSolis,The Devil Inside,2.65625
TarizSolis,Grown Ups,3.067857
TarizSolis,Chappie,3
TarizSolis,Green Lantern,2.5
TarizSolis,The Interview,2.918182
TarizSolis,Inception,4
TarizSolis,Django Unchained,4
TarizSolis,The Twilight Saga: Breaking Dawn: Part 1,3
TarizSolis,The Twilight Saga: Breaking Dawn: Part 2,3
TarizSolis,The Twilight Saga: Eclipse,3.65
TarizSolis,Brick Mansions,2.5
